#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       2.664027248358e+03       3.385309465680e-02      -2.333384268937e+00       2.251913035141e-04       1.153867606471e-01       4.407571828033e-04       2.280653169015e-04       1.850274887901e-04      -2.007499405253e+00       5.703403643192e-04       5.916727432695e-01       5.944824011271e-01      -2.324656555341e+00       2.226157767164e-04       1.152174629164e-01      -2.007707992312e+00       5.703583242734e-04 
       2.696668389922e+03       3.461650052973e-02      -2.343669575684e+00       2.216396191349e-04       1.163110551553e-01       4.335762352580e-04       2.287895289686e-04       1.855274073840e-04      -2.026643530776e+00       5.768613731017e-04       5.916338341533e-01       5.943420242913e-01      -2.334831440898e+00       2.191412287461e-04       1.160947459577e-01      -2.026852698153e+00       5.768789724647e-04 
       2.729309531487e+03       3.538834820846e-02      -2.353783520539e+00       2.179741724074e-04       1.171783482763e-01       4.263624147328e-04       2.294247997882e-04       1.860063445999e-04      -2.045989737858e+00       5.833795285248e-04       5.915949603026e-01       5.942052224059e-01      -2.344838374536e+00       2.155553376774e-04       1.169161371543e-01      -2.046199473960e+00       5.833967780953e-04 
       2.761950673051e+03       3.616863790245e-02      -2.363721696780e+00       2.141982579733e-04       1.179876792801e-01       4.191190364657e-04       2.299712524720e-04       1.864636347897e-04      -2.065538289212e+00       5.898949003375e-04       5.915561415660e-01       5.940718772354e-01      -2.354673053405e+00       2.118613327403e-04       1.176807131455e-01      -2.065748582792e+00       5.899118104813e-04 
       2.794591814615e+03       3.695736983292e-02      -2.373479822882e+00       2.103152370789e-04       1.187381375865e-01       4.118493925732e-04       2.304290605564e-04       1.868986183192e-04      -2.085289435051e+00       5.964075558581e-04       5.915173961358e-01       5.939418754573e-01      -2.364331296964e+00       2.080625077416e-04       1.183875996023e-01      -2.085500275194e+00       5.964241365295e-04 
       2.827232956179e+03       3.775454423342e-02      -2.383053746408e+00       2.063285348377e-04       1.194288635107e-01       4.045567514303e-04       2.307984476048e-04       1.873106423867e-04      -2.105243413799e+00       6.029175600651e-04       5.914787406598e-01       5.938151083983e-01      -2.373809050778e+00       2.041622183878e-04       1.190359719423e-01      -2.105454789908e+00       6.029338208278e-04 
       2.859874097743e+03       3.856016135035e-02      -2.392439447716e+00       2.022416374412e-04       1.200590489637e-01       3.972443569701e-04       2.310796867845e-04       1.876990618133e-04      -2.125400452756e+00       6.094249756840e-04       5.914401903454e-01       5.936914717877e-01      -2.383102390148e+00       2.001638795580e-04       1.196250560002e-01      -2.125612354539e+00       6.094409257301e-04 
       2.895438160929e+03       3.944753009760e-02      -2.402446804127e+00       1.976788714468e-04       1.206758660026e-01       3.892584451645e-04       2.312861479056e-04       1.880946469405e-04      -2.147593900805e+00       6.165122361743e-04       5.913983238856e-01       5.935602101094e-01      -2.393013555908e+00       1.956999589845e-04       1.201985548567e-01      -2.147806363965e+00       6.165278577298e-04 
       2.931002224115e+03       4.034492196707e-02      -2.412221278314e+00       1.930060301908e-04       1.212190122227e-01       3.812570322757e-04       2.313888337372e-04       1.884606436504e-04      -2.170028928506e+00       6.235965710609e-04       5.913566149321e-01       5.934324217260e-01      -2.402696582990e+00       1.911283264252e-04       1.206999488451e-01      -2.170241941541e+00       6.236118741844e-04 
       2.966566287301e+03       4.125233733434e-02      -2.421758238131e+00       1.882278462337e-04       1.216876568280e-01       3.732442081894e-04       2.313882947796e-04       1.887962546636e-04      -2.192705789781e+00       6.306780530043e-04       5.913150780730e-01       5.933079877485e-01      -2.412146948963e+00       1.864536150276e-04       1.211284460334e-01      -2.192919341538e+00       6.306930473429e-04 
       3.002130350487e+03       4.216977659656e-02      -2.431053257654e+00       1.833491210819e-04       1.220810451534e-01       3.652240235360e-04       2.312851485678e-04       1.891006977761e-04      -2.215624726207e+00       6.377567519357e-04       5.912737263629e-01       5.931867942475e-01      -2.421360332853e+00       1.816805245914e-04       1.214833288007e-01      -2.215838805870e+00       6.377714467457e-04 
       3.037694413673e+03       4.309724017342e-02      -2.440102121449e+00       1.783747205621e-04       1.223984993670e-01       3.572004883323e-04       2.310800788244e-04       1.893732069131e-04      -2.238785967749e+00       6.448327351579e-04       5.912325714286e-01       5.930687319776e-01      -2.430332619295e+00       1.768138170504e-04       1.217639545025e-01      -2.239000564826e+00       6.448471393251e-04 
       3.073258476859e+03       4.403472850817e-02      -2.448900828545e+00       1.733095701405e-04       1.226394190929e-01       3.491775705394e-04       2.307738345727e-04       1.896130331423e-04      -2.262189733448e+00       6.519060674419e-04       5.911916235649e-01       5.929536961176e-01      -2.439059902416e+00       1.718583119019e-04       1.219697560588e-01      -2.262404837754e+00       6.519201894998e-04 
       3.108822540045e+03       4.498224206866e-02      -2.457445596128e+00       1.681586501902e-04       1.228032819535e-01       3.411591946402e-04       2.303672292089e-04       1.898194456643e-04      -2.285836232061e+00       6.589768111173e-04       5.911508918233e-01       5.928415860281e-01      -2.447538489423e+00       1.668188815867e-04       1.221002424630e-01      -2.286051833710e+00       6.589906592651e-04 
       3.147596416784e+03       4.602669677585e-02      -2.466468040086e+00       1.624510122118e-04       1.228936124017e-01       3.324268526209e-04       2.298105997792e-04       1.900055796031e-04      -2.311893747993e+00       6.666828413249e-04       5.911067393558e-01       5.927225779077e-01      -2.456494853802e+00       1.612347683395e-04       1.221562031599e-01      -2.312109880943e+00       6.666963998103e-04 
       3.186370293522e+03       4.708306927761e-02      -2.475180098052e+00       1.566539845274e-04       1.228913541507e-01       3.237094847999e-04       2.291369397469e-04       1.901502554528e-04      -2.338240271646e+00       6.743859404639e-04       5.910628618987e-01       5.926068124154e-01      -2.465147268417e+00       1.555631825583e-04       1.221217158140e-01      -2.338456924841e+00       6.743992182633e-04 
       3.225144170260e+03       4.815136028954e-02      -2.483577781134e+00       1.507742039393e-04       1.227961505386e-01       3.150119882146e-04       2.283475563837e-04       1.902526077482e-04      -2.364876036580e+00       6.820861800853e-04       5.910192667798e-01       5.924941742802e-01      -2.473491839705e+00       1.498106141653e-04       1.219964563522e-01      -2.365093199305e+00       6.820991858043e-04 
       3.263918046998e+03       4.923157056870e-02      -2.491657426107e+00       1.448183562426e-04       1.226077570457e-01       3.063391897956e-04       2.274438418263e-04       1.903118020158e-04      -2.391801265018e+00       6.897836287558e-04       5.909759599938e-01       5.923845529163e-01      -2.481524992119e+00       1.439835999919e-04       1.217802099625e-01      -2.392018926884e+00       6.897963706482e-04 
       3.302691923736e+03       5.032370091550e-02      -2.499415698822e+00       1.387931686490e-04       1.223260414657e-01       2.976958440995e-04       2.264272713349e-04       1.903270360532e-04      -2.419016168535e+00       6.974783521610e-04       5.909329462918e-01       5.922778421541e-01      -2.489243471441e+00       1.380887163889e-04       1.214728712323e-01      -2.419234319467e+00       6.974908381468e-04 
       3.341465800474e+03       5.142775217572e-02      -2.506849597176e+00       1.327054021823e-04       1.219509839408e-01       2.890866310560e-04       2.252994014900e-04       1.902975411585e-04      -2.446520948710e+00       7.051704132043e-04       5.908902292614e-01       5.921739399863e-01      -2.496644347650e+00       1.321325718101e-04       1.210744441537e-01      -2.446739578935e+00       7.051826508865e-04 
       3.380239677212e+03       5.254372524248e-02      -2.513956453609e+00       1.265618440489e-04       1.214826768566e-01       2.805161536935e-04       2.240618683304e-04       1.902225833013e-04      -2.474315797737e+00       7.128598720982e-04       5.908478114015e-01       5.920727483313e-01      -2.503725017343e+00       1.261217993743e-04       1.205850419927e-01      -2.474534897768e+00       7.128718687790e-04 
       3.422556525946e+03       5.377527733086e-02      -2.521336736013e+00       1.198012491925e-04       1.208654015522e-01       2.712120714371e-04       2.225881205935e-04       1.900880719556e-04      -2.504981660430e+00       7.212490550935e-04       5.908018607364e-01       5.919652927108e-01      -2.511084586831e+00       1.195072689260e-04       1.199473607190e-01      -2.505201262699e+00       7.212607967490e-04 
       3.464873374680e+03       5.502103190113e-02      -2.528322138454e+00       1.129911688015e-04       1.201377196365e-01       2.619652839681e-04       2.209881254831e-04       1.898977211701e-04      -2.535993469460e+00       7.296352787015e-04       5.907562687771e-01       5.918608352871e-01      -2.518057546772e+00       1.128442504692e-04       1.192020223756e-01      -2.536213563344e+00       7.296467733359e-04 
       3.507190223414e+03       5.628099032564e-02      -2.534910572115e+00       1.061404678920e-04       1.193002060185e-01       2.527814423539e-04       2.192643171592e-04       1.896507272725e-04      -2.567351440914e+00       7.380186109232e-04       5.907110348724e-01       5.917592627702e-01      -2.524641858859e+00       1.061414041630e-04       1.183496167419e-01      -2.567572016124e+00       7.380298662064e-04 
       3.549507072148e+03       5.755515405707e-02      -2.541100430684e+00       9.925800331862e-05       1.183535920839e-01       2.436660754937e-04       2.174192305751e-04       1.893463419160e-04      -2.599055780564e+00       7.463991164084e-04       5.906661571788e-01       5.916604662450e-01      -2.530835955699e+00       9.940738100536e-05       1.173908857674e-01      -2.599276827128e+00       7.464101396939e-04 
       3.591823920882e+03       5.884352463208e-02      -2.546890590609e+00       9.235261203747e-05       1.172987644143e-01       2.346245893684e-04       2.154554981515e-04       1.889838739624e-04      -2.631106684510e+00       7.547768565565e-04       5.906216327327e-01       5.915643409082e-01      -2.536638741025e+00       9.265081138673e-05       1.163267222845e-01      -2.631328192761e+00       7.547876548975e-04 
       3.634140769617e+03       6.014610367523e-02      -2.552280410646e+00       8.543309952427e-05       1.161367632708e-01       2.256622813979e-04       2.133758464191e-04       1.885626942628e-04      -2.663504339790e+00       7.631518896103e-04       5.905774575169e-01       5.914707858219e-01      -2.542049589208e+00       8.588029370927e-05       1.151581685045e-01      -2.663726300353e+00       7.631624697781e-04 
       3.676457618351e+03       6.146289290292e-02      -2.557269730676e+00       7.850822805153e-05       1.148687808855e-01       2.167843163797e-04       2.111830926552e-04       1.880822326944e-04      -2.696248924934e+00       7.715242707467e-04       5.905336265204e-01       5.913797036828e-01      -2.547068344054e+00       7.910438308449e-05       1.138864142948e-01      -2.696471328716e+00       7.715346392453e-04 
