#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       9.454764403041e+02       5.579759576481e-03      -1.683483350069e+00       1.989563915600e-04       2.442790658025e-02       6.753084935231e-04       8.010535594674e-05       1.435896398073e-04      -1.267251899720e+00       2.196867387850e-04       5.911657166802e-01       6.140495454110e-01      -1.682106140656e+00       1.965282734827e-04       2.708884538476e-02      -1.267392906202e+00       2.197743522379e-04 
       9.591529129326e+02       5.712420963857e-03      -1.688589272268e+00       2.009395615039e-04       2.513127541368e-02       6.755194312531e-04       8.186901882993e-05       1.440050801345e-04      -1.271371030337e+00       2.225762044922e-04       5.912548248548e-01       6.136846023664e-01      -1.687167487213e+00       1.984788016264e-04       2.777683579095e-02      -1.271513223096e+00       2.226620772387e-04 
       9.728293855612e+02       5.846563831916e-03      -1.693704264537e+00       2.028967730004e-04       2.584067194561e-02       6.756715688688e-04       8.362988260856e-05       1.444166370788e-04      -1.275509518034e+00       2.254630842279e-04       5.913397798723e-01       6.133263736222e-01      -1.692237312061e+00       2.004037512328e-04       2.847058575826e-02      -1.275652873635e+00       2.255472703326e-04 
       9.865058581898e+02       5.982188180833e-03      -1.698828339605e+00       2.048278580603e-04       2.655596710922e-02       6.757662083901e-04       8.538771041243e-05       1.448245406333e-04      -1.279667693369e+00       2.283474080617e-04       5.914207389163e-01       6.129747372717e-01      -1.697315634907e+00       2.023029596465e-04       2.916996991307e-02      -1.279812189102e+00       2.284299592840e-04 
       1.000182330818e+03       6.119294010791e-03      -1.703961510944e+00       2.067326525247e-04       2.727703106506e-02       6.758045922364e-04       8.714226946869e-05       1.452290074366e-04      -1.283845890144e+00       2.312292063608e-04       5.914978545496e-01       6.126295704651e-01      -1.702402476297e+00       2.041762679808e-04       2.987486208666e-02      -1.283991503990e+00       2.313101722797e-04 
       1.013858803447e+03       6.257881321986e-03      -1.709103791013e+00       2.086109960120e-04       2.800373321875e-02       6.757879072596e-04       8.889333093508e-05       1.456302415998e-04      -1.288044444033e+00       2.341085097294e-04       5.915712745796e-01       6.122907498667e-01      -1.707497855858e+00       2.060235210645e-04       3.058513533638e-02      -1.288191154639e+00       2.341879378608e-04 
       1.027535276076e+03       6.397950114625e-03      -1.714255189728e+00       2.104627318703e-04       2.873594223876e-02       6.757172884673e-04       9.064066974476e-05       1.460284354721e-04      -1.292263691395e+00       2.369853489527e-04       5.916411419838e-01       6.119581520536e-01      -1.712601790770e+00       2.078445673928e-04       3.130066196666e-02      -1.292411478042e+00       2.370632848578e-04 
       1.041211748704e+03       6.539500388925e-03      -1.719415713128e+00       2.122877071329e-04       2.947352607451e-02       6.755938224430e-04       9.238406446262e-05       1.464237703449e-04      -1.296503968218e+00       2.398597549429e-04       5.917075948828e-01       6.116316538666e-01      -1.717714294428e+00       2.096392590820e-04       3.202131354987e-02      -1.296652810799e+00       2.399362423310e-04 
       1.056811474644e+03       6.702764794121e-03      -1.725313075547e+00       2.143364587668e-04       3.032122461805e-02       6.753898056474e-04       9.436753055261e-05       1.468714267669e-04      -1.301366634737e+00       2.431354431935e-04       5.917793943235e-01       6.112665318244e-01      -1.723556215151e+00       2.116539705295e-04       3.284939832157e-02      -1.301516657943e+00       2.432103294877e-04 
       1.072411200584e+03       6.867956645075e-03      -1.731222302345e+00       2.163499841675e-04       3.117554511454e-02       6.751198647875e-04       9.634526378280e-05       1.473158236002e-04      -1.306257589821e+00       2.464080520971e-04       5.918471148112e-01       6.109090055147e-01      -1.729409297853e+00       2.136339977739e-04       3.368379001675e-02      -1.306408769084e+00       2.464813894178e-04 
       1.088010926525e+03       7.035075942173e-03      -1.737143373530e+00       2.183280735122e-04       3.203628836138e-02       6.747854114017e-04       9.831695157802e-05       1.477571833405e-04      -1.311177321960e+00       2.496776276573e-04       5.919109385221e-01       6.105588962136e-01      -1.735273533892e+00       2.155791382229e-04       3.452429477176e-02      -1.311329633509e+00       2.497494658017e-04 
       1.103610652465e+03       7.204122685822e-03      -1.743076255935e+00       2.202705229636e-04       3.290325407221e-02       6.743877950209e-04       1.002822866517e-04       1.481957138923e-04      -1.316126313711e+00       2.529442157718e-04       5.919710398247e-01       6.102160274163e-01      -1.741148901602e+00       2.174891951562e-04       3.537071763325e-02      -1.316279734532e+00       2.530146023454e-04 
       1.119210378405e+03       7.375096876457e-03      -1.749020902110e+00       2.221771346208e-04       3.377624091309e-02       6.739283074619e-04       1.022409668181e-04       1.486316094607e-04      -1.321105040760e+00       2.562078621645e-04       5.920275854883e-01       6.098802251442e-01      -1.747035365175e+00       2.193639776744e-04       3.622286259749e-02      -1.321259548568e+00       2.562768427038e-04 
       1.134810104345e+03       7.547998514536e-03      -1.754977249425e+00       2.240477164770e-04       3.465504653884e-02       6.734081867951e-04       1.041926948179e-04       1.490650513772e-04      -1.326113971167e+00       2.594686123241e-04       5.920807349143e-01       6.095513181998e-01      -1.752932873772e+00       2.212033006563e-04       3.708053264966e-02      -1.326269544370e+00       2.595362304108e-04 
       1.150409830285e+03       7.722827600548e-03      -1.760945219364e+00       2.258820823843e-04       3.553946762969e-02       6.728286209479e-04       1.061371781579e-04       1.494962088528e-04      -1.331153564731e+00       2.627265114495e-04       5.921306403825e-01       6.092291383736e-01      -1.758841360810e+00       2.230069847213e-04       3.794352980299e-02      -1.331310182403e+00       2.627928088169e-04 
       1.168134303612e+03       7.923808250122e-03      -1.767740035385e+00       2.279221169949e-04       3.655090619281e-02       6.720994199959e-04       1.083373511809e-04       1.499835191140e-04      -1.336917355926e+00       2.664247468808e-04       5.921835905741e-01       6.088710309701e-01      -1.765567825663e+00       2.250128672001e-04       3.893028321849e-02      -1.337075135740e+00       2.664895920740e-04 
       1.185858776940e+03       8.127277159092e-03      -1.774549566966e+00       2.299149102600e-04       3.756902936870e-02       6.712965550118e-04       1.105273848979e-04       1.504682982287e-04      -1.342721961199e+00       2.701194248322e-04       5.922327434464e-01       6.085211580915e-01      -1.772308207969e+00       2.269722714007e-04       3.992336371232e-02      -1.342880877855e+00       2.701828670532e-04 
       1.203583250267e+03       8.333234328314e-03      -1.781373619870e+00       2.318602164101e-04       3.859353471586e-02       6.704215640238e-04       1.127068712913e-04       1.509507439811e-04      -1.348568011908e+00       2.738106097845e-04       5.922782914762e-01       6.081792884573e-01      -1.779062331635e+00       2.288849609136e-04       4.092247669837e-02      -1.348728040959e+00       2.738726959591e-04 
       1.221307723594e+03       8.541679758699e-03      -1.788211971000e+00       2.337577992794e-04       3.962411843320e-02       6.694759223431e-04       1.148754093546e-04       1.514310383387e-04      -1.354456123179e+00       2.774983654413e-04       5.923204171365e-01       6.078451965776e-01      -1.785829991929e+00       2.307507087282e-04       4.192732624852e-02      -1.354617240989e+00       2.775591403534e-04 
       1.239032196921e+03       8.752613451215e-03      -1.795064368310e+00       2.356074322852e-04       4.066047543131e-02       6.684610470442e-04       1.170326048924e-04       1.519093484031e-04      -1.360386893643e+00       2.811827546748e-04       5.923592933864e-01       6.075186628337e-01      -1.792610955379e+00       2.325692972099e-04       4.293761516629e-02      -1.360549077353e+00       2.812422610896e-04 
       1.256756670248e+03       8.966035406894e-03      -1.801930530868e+00       2.374088984153e-04       4.170229940417e-02       6.673783011145e-04       1.191780703349e-04       1.523858272929e-04      -1.366360905308e+00       2.848638394798e-04       5.923950841487e-01       6.071994735170e-01      -1.799404959842e+00       2.343405180851e-04       4.395304506069e-02      -1.366524132800e+00       2.849221182598e-04 
       1.274481143576e+03       9.181945626829e-03      -1.808810149074e+00       2.391619902217e-04       4.274928290125e-02       6.662289972028e-04       1.213114245692e-04       1.528606149462e-04      -1.372378723533e+00       2.885416809357e-04       5.924279447727e-01       6.068874208327e-01      -1.806211714706e+00       2.360641724328e-04       4.497331641997e-02      -1.372542973395e+00       2.885987711478e-04 
       1.294201323508e+03       9.425090787807e-03      -1.816479785952e+00       2.410553812628e-04       4.391984007323e-02       6.648736068505e-04       1.236702958722e-04       1.533870292926e-04      -1.379126276109e+00       2.926298945983e-04       5.924612410304e-01       6.065483734501e-01      -1.813799478690e+00       2.379257709511e-04       4.611378968931e-02      -1.379291639120e+00       2.926857062632e-04 
       1.313921503440e+03       9.671316099814e-03      -1.824165154117e+00       2.428883878329e-04       4.509597577035e-02       6.634390720658e-04       1.260132040000e-04       1.539116662027e-04      -1.385929466248e+00       2.967142492246e-04       5.924912838167e-01       6.062176409219e-01      -1.821402151425e+00       2.397280063679e-04       4.725946863313e-02      -1.386095917632e+00       2.967688264061e-04 
       1.333641683372e+03       9.920621564666e-03      -1.831865705615e+00       2.446607659845e-04       4.627726222588e-02       6.619270109302e-04       1.283396509116e-04       1.544346673368e-04      -1.392789000895e+00       3.007948246877e-04       5.925182536409e-01       6.058949624961e-01      -1.829019211956e+00       2.414706455389e-04       4.840993653305e-02      -1.392956516726e+00       3.008482093819e-04 
       1.353361863304e+03       1.017300718430e-02      -1.839580851545e+00       2.463722864611e-04       4.746327039204e-02       6.603389841573e-04       1.306491475832e-04       1.549561584405e-04      -1.399705562513e+00       3.048716993089e-04       5.925423205840e-01       6.055800861017e-01      -1.836650098660e+00       2.431534696744e-04       4.956477543236e-02      -1.399874119671e+00       3.049239315678e-04 
       1.373082043236e+03       1.042847296076e-02      -1.847309963143e+00       2.480227347215e-04       4.865357006593e-02       6.586764992374e-04       1.329412138245e-04       1.554762502585e-04      -1.406679809568e+00       3.089449498403e-04       5.925636449291e-01       6.052727681753e-01      -1.844294210321e+00       2.447762743607e-04       5.072356626253e-02      -1.406849385709e+00       3.089960678852e-04 
       1.392802223168e+03       1.068701889626e-02      -1.855052372942e+00       2.496119109696e-04       4.984773001594e-02       6.569410143463e-04       1.352153781117e-04       1.559950393992e-04      -1.413712377089e+00       3.130146514557e-04       5.925823777538e-01       6.049727734669e-01      -1.851950907284e+00       2.463388695861e-04       5.188588896992e-02      -1.413882950601e+00       3.130646917836e-04 
       1.412522403100e+03       1.094864499312e-02      -1.862807375995e+00       2.511396301856e-04       5.104531810868e-02       6.551339419549e-04       1.374711774359e-04       1.565126091406e-04      -1.420803877249e+00       3.170808777466e-04       5.925986614906e-01       6.046798748325e-01      -1.859619512662e+00       2.478410797707e-04       5.305132264277e-02      -1.420975427227e+00       3.171298752284e-04 
       1.432833953919e+03       1.122133686291e-02      -1.870807319437e+00       2.526487340711e-04       5.228194638722e-02       6.531992853016e-04       1.397749446264e-04       1.570444995565e-04      -1.428170270880e+00       3.212654852786e-04       5.926130149508e-01       6.043853797361e-01      -1.867529781467e+00       2.493250399473e-04       5.425451255879e-02      -1.428342805460e+00       3.213134434773e-04 
       1.453145504737e+03       1.149729640593e-02      -1.878818987686e+00       2.540922896848e-04       5.352127848549e-02       6.511915896452e-04       1.420582589964e-04       1.575752352702e-04      -1.435600431151e+00       3.254465592495e-04       5.926250510011e-01       6.040979490442e-01      -1.875451109774e+00       2.507446082891e-04       5.546009411619e-02      -1.435773929569e+00       3.254935119498e-04 
       1.473457055556e+03       1.177652362524e-02      -1.886841494364e+00       2.554701442544e-04       5.476284007664e-02       6.491122668785e-04       1.443206420854e-04       1.581048675918e-04      -1.443094955239e+00       3.296241748390e-04       5.926348999181e-01       6.038173600294e-01      -1.883382642648e+00       2.520996411709e-04       5.666760539133e-02      -1.443269397402e+00       3.296701543336e-04 
       1.493768606375e+03       1.205901852407e-02      -1.894873916832e+00       2.567821617962e-04       5.600615640435e-02       6.469626906009e-04       1.465616244721e-04       1.586334358314e-04      -1.450654417568e+00       3.337984054826e-04       5.926426844425e-01       6.035433980516e-01      -1.891323489135e+00       2.533900113562e-04       5.787658407691e-02      -1.450829784025e+00       3.338434426553e-04 
       1.514080157194e+03       1.234478110588e-02      -1.902915297728e+00       2.580282231556e-04       5.725075243243e-02       6.447441988811e-04       1.487807456683e-04       1.591609679454e-04      -1.458279370586e+00       3.379693228922e-04       5.926485202504e-01       6.032758562873e-01      -1.899272723792e+00       2.546156080339e-04       5.908656762997e-02      -1.458455642499e+00       3.380134472957e-04 
       1.534391708013e+03       1.263381137430e-02      -1.910964646502e+00       2.592082260453e-04       5.849615299476e-02       6.424580967098e-04       1.509775540220e-04       1.596874811210e-04      -1.465970345536e+00       3.421369970777e-04       5.926525163946e-01       6.030145354609e-01      -1.907229388206e+00       2.557763368542e-04       6.029709342015e-02      -1.466147504655e+00       3.421802370064e-04 
       1.554703258832e+03       1.292610933322e-02      -1.919020940941e+00       2.603220850808e-04       5.974188294568e-02       6.401056582614e-04       1.531516066315e-04       1.602129823225e-04      -1.473727853227e+00       3.463014963737e-04       5.926547757171e-01       6.027592435775e-01      -1.915192492510e+00       2.568721199627e-04       6.150769887805e-02      -1.473905881863e+00       3.463438789311e-04 
       1.576923763957e+03       1.324962132150e-02      -1.927841107144e+00       2.614647876615e-04       6.110450739399e-02       6.374576185154e-04       1.555034077547e-04       1.607867094700e-04      -1.482291225727e+00       3.508538328765e-04       5.926553724883e-01       6.024866456079e-01      -1.923910169368e+00       2.579964285147e-04       6.283162657834e-02      -1.482470185978e+00       3.508953071982e-04 
       1.599144269082e+03       1.357704409332e-02      -1.936666908824e+00       2.625281813138e-04       6.246633618638e-02       6.347332720227e-04       1.578268985374e-04       1.613592058884e-04      -1.490935429126e+00       3.554025345390e-04       5.926541261861e-01       6.022208088982e-01      -1.932632958213e+00       2.590428793424e-04       6.415449142026e-02      -1.491115301142e+00       3.554431303199e-04 
       1.621364774207e+03       1.390837765471e-02      -1.945496890164e+00       2.635122240236e-04       6.382674859512e-02       6.319341779394e-04       1.601215344608e-04       1.619304429787e-04      -1.499661054512e+00       3.599476841806e-04       5.926511490590e-01       6.019615098035e-01      -1.941359446346e+00       2.600114385920e-04       6.547568928965e-02      -1.499841819091e+00       3.599874297999e-04 
       1.643585279332e+03       1.424362201209e-02      -1.954329558840e+00       2.644168981540e-04       6.518512482582e-02       6.290618627204e-04       1.623867831434e-04       1.625003803472e-04      -1.508468668076e+00       3.644893623979e-04       5.926465465400e-01       6.017085335851e-01      -1.950088184795e+00       2.609020961900e-04       6.679461704949e-02      -1.508650306629e+00       3.645282849926e-04 
       1.665805784457e+03       1.458277717229e-02      -1.963163388229e+00       2.652422104729e-04       6.654084625403e-02       6.261178224956e-04       1.646221242643e-04       1.630689664265e-04      -1.517358812165e+00       3.690276476148e-04       5.926404176995e-01       6.014616740391e-01      -1.958817690500e+00       2.617148658674e-04       6.811067277216e-02      -1.517541306696e+00       3.690657731484e-04 
       1.688026289582e+03       1.492584314254e-02      -1.971996819571e+00       2.659881921733e-04       6.789329566152e-02       6.231035253442e-04       1.668270494962e-04       1.636361390774e-04      -1.526332006329e+00       3.735626161346e-04       5.926328556656e-01       6.012207331358e-01      -1.967546448467e+00       2.624497851778e-04       6.942325597120e-02      -1.526515339403e+00       3.735999694616e-04 
       1.710246794707e+03       1.527281993050e-02      -1.980828264086e+00       2.666548988849e-04       6.924185747254e-02       6.200204133929e-04       1.690010624453e-04       1.642018261551e-04      -1.535388748304e+00       3.780943421926e-04       5.926239480140e-01       6.009855206721e-01      -1.976272913858e+00       2.631069155067e-04       7.073176783293e-02      -1.535572903030e+00       3.781309471177e-04 
       1.733492047147e+03       1.563998383304e-02      -1.990063106424e+00       2.672675963554e-04       7.064778363657e-02       6.167230093701e-04       1.712417248670e-04       1.647919223941e-04      -1.544953095914e+00       3.828316669796e-04       5.926132789006e-01       6.007453932113e-01      -1.985397656433e+00       2.637111909292e-04       7.209561865286e-02      -1.545138092668e+00       3.828675133866e-04 
       1.756737299588e+03       1.601142760140e-02      -1.999292123711e+00       2.677937464741e-04       7.204808368058e-02       6.133534459803e-04       1.734474871400e-04       1.653801994866e-04      -1.554609919365e+00       3.875656027399e-04       5.926013159561e-01       6.005111340594e-01      -1.994516338283e+00       2.642305560393e-04       7.345367988807e-02      -1.554795740794e+00       3.876007145170e-04 
       1.779982552029e+03       1.638715124606e-02      -2.008513406102e+00       2.682334987683e-04       7.344206033385e-02       6.099132956108e-04       1.756178225747e-04       1.659665432534e-04      -1.564359718541e+00       3.922962275683e-04       5.925881424015e-01       6.002825506330e-01      -2.003627100373e+00       2.646651648149e-04       7.480527352805e-02      -1.564546347836e+00       3.923306275860e-04 
       1.803227804469e+03       1.676715477807e-02      -2.017725017523e+00       2.685870319780e-04       7.482901944538e-02       6.064041077116e-04       1.777522185685e-04       1.665508298830e-04      -1.574202971627e+00       3.970236173379e-04       5.925738363989e-01       6.000594581779e-01      -2.012728057563e+00       2.650151997138e-04       7.614972469322e-02      -1.574390392500e+00       3.970573275041e-04 
       1.826473056910e+03       1.715143820918e-02      -2.026924997996e+00       2.688545540123e-04       7.620827027656e-02       6.028274105098e-04       1.798501765703e-04       1.671329264601e-04      -1.584140136125e+00       4.017478457651e-04       5.925584713875e-01       5.998416794137e-01      -2.021817300915e+00       2.652808716292e-04       7.748636192079e-02      -1.584328332785e+00       4.017808870757e-04 
       1.849718309350e+03       1.754000155179e-02      -2.036111365900e+00       2.690363018937e-04       7.757912579276e-02       5.991847125444e-04       1.819112120507e-04       1.677126914584e-04      -1.594171649821e+00       4.064689844719e-04       5.925421163951e-01       5.996290441948e-01      -2.030892899927e+00       2.654624198323e-04       7.881451744934e-02      -1.594360606957e+00       4.065013770592e-04 
       1.872963561791e+03       1.793284481905e-02      -2.045282120168e+00       2.691325416889e-04       7.894090295365e-02       5.954775040145e-04       1.839348544761e-04       1.682899751961e-04      -1.604297931713e+00       4.111871030487e-04       5.925248363261e-01       5.994213891862e-01      -2.039952904711e+00       2.655601119033e-04       8.013352750210e-02      -1.604487634471e+00       4.112188662258e-04 
       1.897858220251e+03       1.835830919037e-02      -2.055083994422e+00       2.691411214320e-04       8.038846941950e-02       5.914373771098e-04       1.860601027405e-04       1.689052906620e-04      -1.615248289367e+00       4.162367312123e-04       5.925053734845e-01       5.992043445747e-01      -2.049636250727e+00       2.655720797769e-04       8.153523966220e-02      -1.615438774680e+00       4.162678408548e-04 
       1.922752878712e+03       1.878868244761e-02      -2.064863146937e+00       2.690523657231e-04       8.182401713410e-02       5.873267388900e-04       1.881413965982e-04       1.695173770824e-04      -1.626308272015e+00       4.212830536020e-04       5.924849900120e-01       5.989926474502e-01      -2.059297018927e+00       2.654886078044e-04       8.292490177213e-02      -1.626499523870e+00       4.213135300661e-04 
       1.947647537173e+03       1.922396460990e-02      -2.074617061994e+00       2.688667114922e-04       8.324672459959e-02       5.831473597012e-04       1.901782113316e-04       1.701260229221e-04      -1.637478329325e+00       4.263261484154e-04       5.924637519020e-01       5.987861208180e-01      -2.068932756499e+00       2.653101319666e-04       8.430171590220e-02      -1.637670332202e+00       4.263560112015e-04 
       1.972542195634e+03       1.966415569750e-02      -2.084343209433e+00       2.685846333199e-04       8.465577713252e-02       5.789009920689e-04       1.921700405442e-04       1.707310081990e-04      -1.648758890700e+00       4.313660914970e-04       5.924417210282e-01       5.985845950761e-01      -2.078540996144e+00       2.650371249279e-04       8.566489088451e-02      -1.648951629558e+00       4.313953592954e-04 
       1.997436854095e+03       2.010925573185e-02      -2.094039047325e+00       2.682066432453e-04       8.605036726046e-02       5.745893719509e-04       1.941163961464e-04       1.713321049992e-04      -1.660150366301e+00       4.364029564160e-04       5.924189554220e-01       5.983879076583e-01      -2.088119258714e+00       2.646700958460e-04       8.701364269896e-02      -1.660343826550e+00       4.364316471487e-04 
       2.022331512555e+03       2.055926473563e-02      -2.103702024568e+00       2.677332905551e-04       8.742969511535e-02       5.702142199006e-04       1.960168083425e-04       1.719290779758e-04      -1.671653147996e+00       4.414368145415e-04       5.923955095298e-01       5.981959026952e-01      -2.097665055775e+00       2.642095901623e-04       8.834719485596e-02      -1.671847315487e+00       4.414649454021e-04 
       2.047226171016e+03       2.101418273281e-02      -2.113329583409e+00       2.671651615532e-04       8.879296882337e-02       5.657772421437e-04       1.978708256202e-04       1.725216848296e-04      -1.683267610282e+00       4.464677351156e-04       5.923714344497e-01       5.980084306928e-01      -2.107175892099e+00       2.636561893744e-04       8.966477877557e-02      -1.683462471285e+00       4.464953226071e-04 
       2.073067474305e+03       2.149159202565e-02      -2.123283031452e+00       2.664758458681e-04       9.019026177461e-02       5.611079600853e-04       1.997458051308e-04       1.731319412815e-04      -1.695442239151e+00       4.516869263025e-04       5.923458297139e-01       5.978184710977e-01      -2.117008730017e+00       2.629841456435e-04       9.101476025778e-02      -1.695637805944e+00       4.517139665163e-04 
       2.098908777594e+03       2.197429080640e-02      -2.133192688190e+00       2.656858189826e-04       9.156854594345e-02       5.563757640522e-04       2.015698637736e-04       1.737369399621e-04      -1.707737971777e+00       4.569030975441e-04       5.923196490237e-01       5.976330874267e-01      -2.126798406444e+00       2.622134039549e-04       9.234587634617e-02      -1.707934230430e+00       4.569296068593e-04 
       2.124750080883e+03       2.246227910672e-02      -2.143055686747e+00       2.647958613988e-04       9.292696563981e-02       5.515825196030e-04       2.033425589950e-04       1.743363891850e-04      -1.720155173393e+00       4.621163194941e-04       5.922929395389e-01       5.974521322277e-01      -2.136542123722e+00       2.613447361702e-04       9.365729703998e-02      -1.720352110391e+00       4.621423136290e-04 
       2.150591384172e+03       2.295555696004e-02      -2.152869163585e+00       2.638067952710e-04       9.426467625286e-02       5.467300795335e-04       2.050634694244e-04       1.749299912290e-04      -1.732694192828e+00       4.673266606556e-04       5.922657454634e-01       5.972754641164e-01      -2.146237087220e+00       2.603789547041e-04       9.494820326835e-02      -1.732891795055e+00       4.673521547015e-04 
       2.176432687461e+03       2.345412440168e-02      -2.162630261119e+00       2.627194840102e-04       9.558084469546e-02       5.418202846358e-04       2.067321948620e-04       1.755174428128e-04      -1.745355363340e+00       4.725341874549e-04       5.922381082409e-01       5.971029474802e-01      -2.155880507901e+00       2.593169121350e-04       9.621778732165e-02      -1.745553618062e+00       4.725591959078e-04 
       2.202273990750e+03       2.395798146890e-02      -2.172336130254e+00       2.615348318655e-04       9.687464984272e-02       5.368549643483e-04       2.083483562646e-04       1.760984355464e-04      -1.758139003403e+00       4.777389643134e-04       5.922100667356e-01       5.969344521977e-01      -2.165469604828e+00       2.581595007925e-04       9.746525327701e-02      -1.758337898252e+00       4.777635011032e-04 
       2.228115294040e+03       2.446712820103e-02      -2.181983932845e+00       2.602537834827e-04       9.814528296418e-02       5.318359373611e-04       2.099115957302e-04       1.766726563751e-04      -1.771045417455e+00       4.829410537171e-04       5.921816573992e-01       5.967698533726e-01      -2.175001607584e+00       2.569076523231e-04       9.868981741747e-02      -1.771244940417e+00       4.829651322356e-04 
       2.255734589359e+03       2.501715456260e-02      -2.192228154275e+00       2.587791346375e-04       9.947682283262e-02       5.264142482024e-04       2.115235031975e-04       1.772785402928e-04      -1.784975912545e+00       4.884981664276e-04       5.921509253459e-01       5.965981017347e-01      -2.185123212745e+00       2.554663624774e-04       9.997244535677e-02      -1.785176093938e+00       4.885217693712e-04 
       2.283353884678e+03       2.557322363433e-02      -2.202399388100e+00       2.571967454314e-04       1.007800282655e-01       5.209354689732e-04       2.130741867140e-04       1.778759336408e-04      -1.799047329416e+00       4.940523500959e-04       5.921198512265e-01       5.964305238115e-01      -2.195173099400e+00       2.539195356349e-04       1.012271058975e-01      -1.799248156302e+00       4.940754915843e-04 
       2.310973179997e+03       2.613533547262e-02      -2.212494228860e+00       2.555079185353e-04       1.020539620921e-01       5.154017830915e-04       2.145632892449e-04       1.784644397592e-04      -1.813259991878e+00       4.996036741840e-04       5.920884715588e-01       5.962669850221e-01      -2.205147942866e+00       2.522684545673e-04       1.024528915938e-01      -1.813461451699e+00       4.996263677730e-04 
       2.338592475316e+03       2.670349013707e-02      -2.222509297706e+00       2.537140066407e-04       1.032977055553e-01       5.098153621950e-04       2.159904812195e-04       1.790436580873e-04      -1.827614208917e+00       5.051522059659e-04       5.920568204629e-01       5.961073563558e-01      -2.215044444316e+00       2.505144507036e-04       1.036489130979e-01      -1.827816289484e+00       5.051744646760e-04 
       2.366211770635e+03       2.727768769057e-02      -2.232441245352e+00       2.518164116857e-04       1.045103588630e-01       5.041783665361e-04       2.173554604873e-04       1.796131846894e-04      -1.842110275477e+00       5.106980106069e-04       5.920249298201e-01       5.959515140921e-01      -2.224859333676e+00       2.486589033707e-04       1.048142996939e-01      -1.842312964954e+00       5.107198469495e-04 
       2.393831065954e+03       2.785792819943e-02      -2.242286754934e+00       2.498165840511e-04       1.056910417292e-01       4.984929452676e-04       2.186579522671e-04       1.801726127584e-04      -1.856748473200e+00       5.162411512394e-04       5.919928294201e-01       5.957993395357e-01      -2.234589372436e+00       2.467032390043e-04       1.059481998212e-01      -1.856951760087e+00       5.162625772422e-04 
       2.421450361273e+03       2.844421173360e-02      -2.252042544770e+00       2.477160217252e-04       1.068388939018e-01       4.927612366886e-04       2.198977090907e-04       1.807215331108e-04      -1.871529071111e+00       5.217816890352e-04       5.919605470983e-01       5.956507187682e-01      -2.244231356365e+00       2.446489303290e-04       1.070497815854e-01      -1.871732944236e+00       5.218027162655e-04 
       2.451441182061e+03       2.908768010339e-02      -2.262530629768e+00       2.453228152367e-04       1.080471483158e-01       4.864874346636e-04       2.211726152339e-04       1.813052076870e-04      -1.887740367263e+00       5.277950853817e-04       5.919253170902e-01       5.954932340095e-01      -2.254597838104e+00       2.423082853978e-04       1.082084053714e-01      -1.887944864676e+00       5.278156921888e-04 
       2.481432002850e+03       2.973827400519e-02      -2.272905002888e+00       2.428146933963e-04       1.092146552892e-01       4.801642737516e-04       2.223730455902e-04       1.818754796643e-04      -1.904120184752e+00       5.338055560520e-04       5.918899342328e-01       5.953396763518e-01      -2.264852757845e+00       2.398551228168e-04       1.093269540577e-01      -1.904325294033e+00       5.338257550255e-04 
       2.511422823639e+03       3.039599354426e-02      -2.283161625138e+00       2.401937575143e-04       1.103403978639e-01       4.737944494581e-04       2.234987921597e-04       1.824318195432e-04      -1.920668822710e+00       5.398131720748e-04       5.918544273314e-01       5.951899171935e-01      -2.274992171732e+00       2.372915064110e-04       1.104044453780e-01      -1.920874531811e+00       5.398329752982e-04 
       2.541413644428e+03       3.106083883178e-02      -2.293296521220e+00       2.374621698106e-04       1.114233898076e-01       4.673806427764e-04       2.245496844798e-04       1.829736971947e-04      -1.937386566199e+00       5.458180021308e-04       5.918188231277e-01       5.950438333218e-01      -2.285012198068e+00       2.346195591855e-04       1.114399271823e-01      -1.937592863426e+00       5.458374212071e-04 
       2.571404465217e+03       3.173280998512e-02      -2.303305783060e+00       2.346221519328e-04       1.124626763085e-01       4.609255201716e-04       2.255255894820e-04       1.835005825158e-04      -1.954273686982e+00       5.518201126407e-04       5.917831464395e-01       5.949013066312e-01      -2.294909020778e+00       2.318414618734e-04       1.124324781077e-01      -1.954480560982e+00       5.518391587166e-04 
       2.601395286006e+03       3.241190712815e-02      -2.313185573212e+00       2.316759834311e-04       1.134573346467e-01       4.544317334539e-04       2.264264113349e-04       1.840119460587e-04      -1.971330444253e+00       5.578195678485e-04       5.917474202895e-01       5.947622238599e-01      -2.304678892746e+00       2.289594514421e-04       1.133812082254e-01      -1.971537884002e+00       5.578382516368e-04 
       2.631386106794e+03       3.309813039149e-02      -2.322932128139e+00       2.286260001940e-04       1.144064748427e-01       4.479019195978e-04       2.272520912746e-04       1.845072596458e-04      -1.988557085316e+00       5.638164299025e-04       5.917116660244e-01       5.946264763404e-01      -2.314318139029e+00       2.259758195619e-04       1.142852596658e-01      -1.988765080104e+00       5.638347617032e-04 
